Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
349,female,group B,high school,standard,True,10.8,6.5,74.0,80.0,66.0,public,True
350,male,group A,high school,free/reduced,False,8.2,5.8,55.0,52.0,58.0,private,True
351,male,group D,,free/reduced,True,9.5,7.0,85.0,81.0,57.0,private,True
352,female,group B,some college,free/reduced,False,4.5,,59.0,80.0,91.0,public,False
353,female,group C,master degree,standard,False,10.7,8.3,73.0,79.0,60.0,private,True
354,male,group C,some college,standard,False,10.8,3.5,67.0,85.0,67.0,public,False
355,female,group D,bachelor degree,free/reduced,False,8.4,5.4,69.0,100.0,81.0,public,True
356,male,group D,some college,standard,True,9.1,8.6,76.0,80.0,63.0,public,True
357,female,group E,some college,free/reduced,True,3.0,5.4,85.0,77.0,76.0,public,True
358,female,group B,bachelor degree,standard,False,13.8,7.2,63.0,75.0,59.0,public,True
359,female,group C,high school,standard,False,13.8,6.3,76.0,,100.0,public,True
360,male,group C,high school,free/reduced,True,8.1,7.5,100.0,64.0,50.0,public,True
361,female,group C,some college,standard,False,3.4,10.1,76.0,84.0,69.0,private,True
362,male,group B,associate degree,free/reduced,False,5.1,,45.0,66.0,61.0,public,True
363,female,group C,bachelor degree,free/reduced,True,7.1,8.0,79.0,92.0,41.0,international,True
364,male,group A,associate degree,free/reduced,True,1.8,7.4,75.0,100.0,67.0,public,True
365,male,group A,bachelor degree,free/reduced,True,2.2,,70.0,97.0,84.0,private,False
366,male,group E,associate degree,standard,False,11.9,7.7,74.0,,68.0,public,True
367,male,group C,high school,free/reduced,False,15.4,6.9,58.0,64.0,64.0,public,True
368,male,group B,master degree,free/reduced,False,1.7,7.3,86.0,71.0,54.0,private,True
369,female,group D,bachelor degree,free/reduced,False,8.3,8.8,58.0,84.0,60.0,public,True
370,female,group E,some college,standard,True,8.5,,75.0,45.0,69.0,public,True
371,male,group C,some college,standard,True,11.3,5.6,73.0,39.0,68.0,public,True
372,male,group E,high school,free/reduced,False,,6.4,73.0,59.0,98.0,public,True
373,male,group A,associate degree,standard,False,5.6,6.3,59.0,,77.0,public,True
374,male,group A,high school,standard,False,2.1,,22.0,,75.0,public,
375,male,group C,associate degree,free/reduced,False,,9.2,59.0,77.0,64.0,public,True
376,male,group A,,standard,True,8.7,9.1,52.0,65.0,34.0,public,True
377,male,group C,some college,standard,True,13.9,7.1,71.0,74.0,71.0,public,True
378,female,group E,high school,standard,True,9.5,8.1,45.0,,64.0,private,True
379,male,group D,bachelor degree,standard,False,,5.4,57.0,80.0,61.0,private,False
380,female,group B,,free/reduced,False,,5.2,52.0,,70.0,public,True
381,female,group B,some college,free/reduced,True,5.4,7.0,69.0,93.0,63.0,public,False
382,male,group C,associate degree,standard,False,,5.6,58.0,70.0,76.0,public,True
383,female,group C,some college,standard,False,,7.2,78.0,56.0,63.0,public,
384,male,group A,master degree,free/reduced,False,4.5,8.5,55.0,94.0,81.0,public,True
385,male,group C,high school,standard,False,4.0,,93.0,67.0,83.0,public,True
386,male,group E,associate degree,standard,True,5.7,7.9,100.0,55.0,62.0,public,True
387,male,group B,associate degree,standard,True,,5.6,66.0,92.0,66.0,public,True
388,female,group B,bachelor degree,standard,False,11.9,5.7,64.0,100.0,73.0,international,False
389,female,group C,associate degree,standard,False,8.6,7.7,70.0,71.0,53.0,private,True
390,female,group E,some college,standard,True,15.7,5.9,95.0,81.0,75.0,public,True
391,male,group C,,standard,True,11.8,,54.0,66.0,77.0,public,True
392,male,group B,high school,standard,True,,8.7,90.0,59.0,80.0,public,True
393,female,group B,master degree,free/reduced,True,8.4,6.2,90.0,80.0,62.0,public,True
394,female,group C,some college,standard,False,0.9,8.1,66.0,51.0,87.0,public,True
395,male,group C,high school,standard,False,6.7,8.0,81.0,62.0,45.0,international,True
396,male,group C,bachelor degree,free/reduced,True,10.8,,95.0,75.0,79.0,public,True
397,female,group C,high school,free/reduced,False,18.7,8.1,56.0,57.0,50.0,public,False
398,female,group D,associate degree,standard,False,12.7,6.5,61.0,80.0,68.0,public,True
399,female,group B,bachelor degree,free/reduced,True,12.1,8.6,71.0,75.0,83.0,public,True
400,male,group D,bachelor degree,standard,True,12.6,8.7,78.0,84.0,42.0,public,False
401,male,group B,some college,standard,True,10.4,7.8,55.0,74.0,86.0,public,True
402,male,group C,associate degree,standard,True,,8.3,74.0,80.0,80.0,public,True
403,male,group E,some college,standard,True,19.3,6.6,78.0,65.0,90.0,public,True
404,female,group B,associate degree,standard,True,10.7,8.0,59.0,85.0,72.0,public,True
405,female,group C,associate degree,standard,False,14.2,5.6,76.0,71.0,47.0,public,True
406,male,group A,master degree,standard,False,11.5,7.1,95.0,87.0,69.0,private,True
407,female,group A,associate degree,standard,False,12.3,,78.0,,96.0,international,True
408,male,group E,high school,standard,False,6.7,5.1,85.0,64.0,47.0,international,True
409,male,group B,some college,standard,True,11.5,8.7,99.0,79.0,71.0,public,False
410,male,group C,some college,standard,False,10.1,6.7,72.0,52.0,67.0,private,True
411,female,group D,bachelor degree,,False,10.3,7.9,55.0,72.0,63.0,public,True
412,female,group D,high school,standard,False,15.0,7.0,60.0,75.0,66.0,international,True
413,male,group A,bachelor degree,free/reduced,False,8.3,6.3,54.0,49.0,64.0,public,True
414,male,group A,bachelor degree,standard,True,6.6,9.0,53.0,73.0,59.0,public,True
415,female,group E,high school,standard,True,,7.1,71.0,68.0,78.0,public,True
416,male,group B,master degree,standard,False,0.0,,62.0,78.0,75.0,private,
417,female,group E,master degree,free/reduced,False,13.9,5.6,74.0,67.0,82.0,public,True
418,female,group E,high school,standard,False,6.0,,88.0,75.0,72.0,public,
419,male,group C,associate degree,standard,True,,5.2,55.0,73.0,62.0,public,True
420,male,group E,associate degree,,True,4.5,6.8,70.0,72.0,,public,True
421,female,group B,bachelor degree,standard,True,5.1,,82.0,88.0,73.0,public,False
422,male,group A,some college,free/reduced,False,4.0,5.7,60.0,74.0,83.0,private,True
423,female,group B,high school,free/reduced,False,5.1,5.4,74.0,41.0,72.0,international,True
424,male,group B,bachelor degree,standard,True,3.0,6.1,59.0,76.0,53.0,public,True
425,female,group C,some college,free/reduced,True,6.0,6.7,72.0,80.0,100.0,private,True
426,male,group B,bachelor degree,free/reduced,True,22.2,4.8,56.0,74.0,69.0,public,True
427,female,group C,associate degree,free/reduced,False,8.2,8.6,47.0,100.0,87.0,private,True
428,male,group D,high school,standard,False,7.5,8.0,71.0,65.0,,public,True
429,female,group B,master degree,standard,False,12.5,6.6,69.0,85.0,69.0,public,True
430,female,group E,high school,,True,8.7,,63.0,51.0,57.0,private,True
431,male,group C,associate degree,standard,True,16.5,6.7,78.0,66.0,74.0,public,False
432,female,group A,bachelor degree,standard,False,13.9,6.1,68.0,70.0,77.0,public,True
433,female,group E,associate degree,standard,True,12.3,6.9,72.0,76.0,62.0,public,True
434,male,group B,high school,standard,True,4.8,7.8,66.0,81.0,50.0,international,True
435,male,group C,,standard,True,0.7,4.1,80.0,79.0,58.0,private,True
436,female,group E,high school,standard,True,8.9,6.6,79.0,,69.0,public,True
437,female,group B,master degree,standard,True,,6.2,66.0,96.0,83.0,public,False
438,female,group B,some college,standard,False,0.0,6.6,76.0,52.0,64.0,public,True
439,male,group C,some college,standard,True,19.0,7.9,72.0,70.0,90.0,public,True
440,male,group E,bachelor degree,standard,False,3.8,5.0,61.0,65.0,66.0,public,True
441,male,group D,bachelor degree,free/reduced,False,12.7,,42.0,81.0,100.0,public,True
442,female,group A,high school,,False,12.0,6.6,51.0,,59.0,public,True
443,female,group E,some college,free/reduced,False,13.4,8.2,99.0,73.0,86.0,public,True
444,male,group E,bachelor degree,standard,False,4.1,6.2,67.0,78.0,92.0,private,True
445,female,group C,high school,standard,True,14.2,7.3,72.0,86.0,81.0,private,True
446,male,group E,high school,free/reduced,False,7.6,6.5,73.0,76.0,75.0,public,True
447,female,group E,high school,free/reduced,False,10.6,5.5,71.0,71.0,62.0,public,True
448,male,group B,some college,standard,False,13.5,8.0,78.0,68.0,66.0,public,True
449,female,group D,high school,free/reduced,False,22.6,7.3,75.0,78.0,64.0,public,True
450,female,group E,high school,standard,True,1.4,7.1,72.0,48.0,62.0,public,True
451,male,group D,,standard,True,,8.3,63.0,61.0,69.0,public,False
452,female,group A,bachelor degree,free/reduced,True,0.0,9.5,68.0,84.0,70.0,private,True
453,female,group E,some college,standard,True,,8.2,66.0,98.0,87.0,public,True
454,male,group D,associate degree,free/reduced,False,3.2,9.0,80.0,63.0,62.0,international,False
455,male,group C,high school,standard,True,5.0,,86.0,57.0,59.0,private,True
456,female,group A,some college,standard,True,11.3,7.1,100.0,51.0,93.0,private,True
457,female,group D,high school,free/reduced,False,4.7,10.2,64.0,,78.0,public,True
458,male,group E,bachelor degree,standard,False,15.2,6.3,73.0,,73.0,international,True
459,male,group B,,standard,True,11.0,5.6,58.0,67.0,79.0,public,False
460,male,group D,high school,free/reduced,True,6.0,6.2,71.0,70.0,74.0,private,True
461,female,group D,bachelor degree,free/reduced,False,11.3,5.2,34.0,45.0,,public,True
462,male,group A,high school,standard,True,,8.8,72.0,84.0,74.0,private,True
463,female,group C,,standard,False,13.9,8.2,65.0,72.0,56.0,public,True
464,male,group C,,free/reduced,True,7.6,4.8,50.0,87.0,69.0,public,True
465,female,group E,some college,standard,False,16.2,,84.0,71.0,91.0,international,True
466,male,group D,bachelor degree,standard,True,12.0,5.1,54.0,73.0,71.0,private,True
467,male,group D,high school,free/reduced,False,6.6,8.5,65.0,73.0,61.0,public,True
468,female,group C,master degree,free/reduced,False,13.1,7.5,72.0,65.0,84.0,international,True
469,male,group A,high school,free/reduced,True,13.5,7.8,46.0,63.0,89.0,public,True
470,male,group E,,free/reduced,True,5.4,8.7,91.0,100.0,73.0,private,True
471,male,group E,some college,standard,False,7.0,6.1,69.0,63.0,62.0,private,True
472,female,group B,associate degree,free/reduced,True,17.8,9.1,69.0,98.0,73.0,public,False
473,male,group C,associate degree,free/reduced,False,,7.2,53.0,68.0,44.0,public,True
474,female,group A,high school,free/reduced,False,,5.2,61.0,45.0,74.0,international,True
475,male,group E,high school,standard,True,6.3,7.5,78.0,61.0,74.0,public,True
476,female,group E,,standard,True,3.5,9.2,85.0,52.0,48.0,international,True
477,male,group E,master degree,standard,True,9.9,9.5,86.0,68.0,73.0,private,True
478,male,group C,some college,standard,False,10.4,4.4,75.0,,71.0,private,False
479,female,group D,high school,standard,False,3.4,6.5,69.0,86.0,97.0,public,True
480,male,group D,some college,standard,False,9.4,6.8,63.0,,67.0,public,
481,male,group E,bachelor degree,standard,True,,7.3,76.0,56.0,74.0,international,True
482,male,group D,high school,free/reduced,False,8.7,8.3,63.0,75.0,54.0,public,True
483,male,group D,some college,standard,True,6.2,6.2,44.0,79.0,53.0,private,True
484,male,group E,high school,standard,False,11.5,,43.0,74.0,77.0,public,False
485,female,group A,,free/reduced,False,7.5,6.4,55.0,56.0,63.0,public,True
486,female,group C,bachelor degree,standard,True,3.4,5.9,79.0,69.0,54.0,private,True
487,male,group D,bachelor degree,free/reduced,False,7.0,5.7,46.0,50.0,88.0,public,
488,male,group E,bachelor degree,free/reduced,True,19.7,8.6,77.0,67.0,58.0,private,True
489,female,group B,associate degree,free/reduced,False,8.6,8.9,100.0,41.0,55.0,public,True
490,female,group A,,standard,False,13.6,6.2,72.0,,40.0,public,False
491,male,group C,some college,standard,False,10.2,6.7,79.0,75.0,,public,
492,female,group D,master degree,standard,False,6.3,4.5,100.0,65.0,82.0,public,True
493,female,group D,high school,standard,False,10.6,7.8,81.0,60.0,88.0,public,True
494,female,group C,some college,standard,True,4.9,9.7,68.0,,84.0,public,True
495,female,group B,,free/reduced,False,6.5,9.6,77.0,68.0,79.0,public,False
496,female,group B,some college,free/reduced,False,15.3,8.4,62.0,,63.0,public,True
497,female,group E,high school,standard,True,9.6,8.3,68.0,,61.0,public,True
498,male,group E,high school,free/reduced,False,4.3,7.2,37.0,92.0,86.0,private,True
499,female,group C,high school,standard,False,9.4,8.7,62.0,78.0,58.0,private,
500,male,group B,high school,standard,False,7.7,6.5,79.0,80.0,87.0,public,
501,female,group B,some college,standard,True,4.4,8.9,61.0,97.0,86.0,public,True
502,female,group B,some college,free/reduced,False,10.8,5.5,97.0,97.0,62.0,public,True
503,male,group D,associate degree,,True,19.0,,78.0,87.0,70.0,private,True
504,female,group A,high school,free/reduced,True,,6.3,69.0,78.0,64.0,private,True
505,female,group E,high school,standard,False,6.5,8.3,87.0,67.0,88.0,public,True
506,male,group E,,free/reduced,True,,5.7,83.0,62.0,70.0,public,True
507,male,group D,high school,free/reduced,True,5.3,8.3,64.0,72.0,56.0,public,True
508,male,group B,some college,free/reduced,True,8.7,6.0,55.0,71.0,79.0,public,True
509,female,group E,high school,standard,False,9.1,5.0,74.0,86.0,83.0,public,True
510,male,group D,some college,free/reduced,False,3.0,5.9,50.0,76.0,61.0,public,True
511,male,group C,bachelor degree,standard,False,11.0,7.8,68.0,69.0,88.0,private,False
512,female,group D,associate degree,standard,False,6.3,,77.0,61.0,81.0,private,True
513,male,group C,high school,free/reduced,False,9.0,7.9,59.0,65.0,55.0,public,True
514,female,group B,some college,standard,True,5.1,4.7,61.0,70.0,77.0,public,True
515,male,group B,master degree,free/reduced,False,13.0,6.6,38.0,67.0,87.0,public,True
516,male,group E,associate degree,standard,False,10.8,,52.0,62.0,49.0,private,False
517,female,group E,high school,standard,False,,8.6,86.0,57.0,62.0,public,True
518,male,group E,some college,free/reduced,True,9.8,7.1,70.0,49.0,60.0,public,True
519,male,group C,bachelor degree,free/reduced,False,10.7,8.8,68.0,,81.0,public,True
520,male,group D,bachelor degree,standard,False,,7.3,39.0,65.0,55.0,public,True
521,male,group C,associate degree,standard,False,9.5,7.6,45.0,59.0,52.0,international,True
522,male,group C,some college,standard,False,7.9,7.6,61.0,79.0,68.0,public,True
523,male,group C,high school,standard,True,2.7,8.6,67.0,66.0,78.0,private,True
524,male,group C,bachelor degree,free/reduced,False,8.0,6.6,70.0,94.0,81.0,international,True
525,female,group E,bachelor degree,standard,False,9.3,6.2,59.0,77.0,81.0,public,True
526,female,group A,,standard,False,0.0,9.0,74.0,,52.0,private,True
527,female,group C,high school,standard,True,16.5,8.0,84.0,87.0,63.0,public,True
528,female,group C,bachelor degree,free/reduced,False,15.3,7.1,72.0,62.0,77.0,public,True
529,female,group C,associate degree,standard,True,3.1,7.9,73.0,78.0,97.0,public,True
530,male,group E,associate degree,free/reduced,False,8.5,8.8,71.0,75.0,83.0,public,True
531,male,group C,some college,standard,True,6.9,8.7,68.0,68.0,81.0,public,True
532,female,group E,some college,standard,True,7.2,8.1,58.0,74.0,77.0,international,True
533,male,group B,bachelor degree,standard,True,11.3,7.3,52.0,67.0,87.0,private,True
534,female,group B,master degree,standard,False,17.3,5.7,70.0,99.0,68.0,public,True
535,male,group E,high school,free/reduced,True,10.4,,83.0,63.0,79.0,public,True
536,female,group E,master degree,standard,False,12.1,5.9,100.0,69.0,69.0,public,True
537,female,group E,high school,free/reduced,False,11.2,8.3,86.0,71.0,70.0,private,True
538,male,group A,some college,standard,False,10.7,4.8,83.0,66.0,77.0,public,True
539,female,group A,high school,free/reduced,False,14.5,8.3,40.0,85.0,60.0,private,True
540,female,group B,high school,free/reduced,True,6.2,7.3,72.0,82.0,82.0,private,True
541,male,group C,high school,free/reduced,True,6.0,4.7,100.0,,78.0,public,True
542,male,group E,bachelor degree,standard,True,3.9,7.1,51.0,66.0,54.0,public,True
543,female,group A,high school,standard,True,11.4,6.7,73.0,68.0,50.0,private,True
544,male,group C,high school,free/reduced,True,11.3,7.5,47.0,73.0,81.0,public,True
545,female,group C,some college,free/reduced,True,7.9,7.0,84.0,100.0,79.0,public,True
546,female,group B,bachelor degree,free/reduced,True,3.4,5.7,87.0,74.0,72.0,private,True
547,male,group B,some college,free/reduced,False,22.8,6.6,97.0,67.0,90.0,public,True
548,male,group E,high school,standard,True,3.8,8.9,76.0,55.0,76.0,international,True
549,male,group E,master degree,free/reduced,True,12.7,,47.0,73.0,86.0,public,True
550,male,group D,bachelor degree,free/reduced,True,12.2,7.6,46.0,70.0,66.0,international,True
551,male,group E,some college,standard,True,,8.7,83.0,65.0,78.0,public,True
552,male,group C,some college,standard,False,3.1,8.2,85.0,88.0,100.0,private,True
